Economy,Year,Rank,Overall DTF,Starting a business-Rank,Starting a business-DTF,Starting a Business - Procedure – Men (number),Starting a Business - Time – Men (days),Starting a Business - Cost – Men (% of income per capita),Starting a Business - Procedure – Women (number),Starting a Business - Time – Women (days),Starting a Business - Cost – Women (% of income per capita),Starting a Business - Paid-in min. capital (% of income per capita)
"Macedonia, FYR",DB2013, ,69.97, ,96.22,3.0,3.0,1.7,3.0,3.0,1.7,0.0
"Macedonia, FYR",DB2012, ,69.14, ,94.48,4.0,4.0,1.8,4.0,4.0,1.8,0.0
"Macedonia, FYR",DB2011, ,66.14, ,94.47,4.0,4.0,1.9,4.0,4.0,1.9,0.0
"Macedonia, FYR",DB2010, ,65.78, ,92.75,5.0,5.0,1.9,5.0,5.0,1.9,0.0
"Macedonia, FYR",DB2009, , , ,86.93,8.0,10.0,3.1,8.0,10.0,3.1,0.0
"Macedonia, FYR",DB2008, , , ,82.14,10.0,16.0,5.9,10.0,16.0,5.9,0.0
"Macedonia, FYR",DB2007, , , ,72.88,11.0,19.0,6.6,11.0,19.0,6.6,111.1
"Macedonia, FYR",DB2006, , , ,58.33,14.0,49.0,10.4,14.0,49.0,10.4,145.2
Madagascar,DB2017,167,45.10,113,83.48,7.0,11.0,40.4,7.0,11.0,40.4,0.0
Madagascar,DB2016,169,44.22,126,79.63,9.0,13.0,43.7,9.0,13.0,43.7,0.0
Madagascar,DB2015, ,43.97, ,81.22,8.0,12.0,44.8,8.0,12.0,44.8,0.0
Madagascar,DB2014, ,46.41, ,80.95,8.0,12.0,47.0,8.0,12.0,47.0,0.0
Madagascar,DB2013, ,46.46, ,80.89,8.0,12.0,47.4,8.0,12.0,47.4,0.0
Madagascar,DB2012, ,46.64, ,80.64,8.0,12.0,49.4,8.0,12.0,49.4,0.0
Madagascar,DB2011, ,44.90, ,64.52,8.0,12.0,54.3,8.0,12.0,54.3,248.1
Madagascar,DB2010, ,45.53, ,68.07,8.0,12.0,46.2,8.0,12.0,46.2,207.4
Madagascar,DB2009, , , ,60.88,8.0,12.0,62.6,8.0,12.0,62.6,289.8
Madagascar,DB2008, , , ,57.07,8.0,12.0,71.3,8.0,12.0,71.3,333.4
Madagascar,DB2007, , , ,48.36,10.0,20.0,81.5,10.0,20.0,81.5,373.1
Madagascar,DB2006, , , ,27.98,11.0,42.0,175.1,11.0,42.0,175.1,429.0
Malawi,DB2017,133,54.39,150,76.73,7.0,37.0,42.2,7.0,37.0,42.2,0.0
Malawi,DB2016,141,51.11,160,69.71,8.0,38.0,84.6,8.0,38.0,84.6,0.0
Malawi,DB2015, ,50.04, ,66.96,8.0,38.0,106.6,8.0,38.0,106.6,0.0
Malawi,DB2014, ,49.45, ,61.83,10.0,40.0,120.1,10.0,40.0,120.1,0.0
Malawi,DB2013, ,48.17, ,60.03,10.0,37.0,140.5,10.0,37.0,140.5,0.0
Malawi,DB2012, ,49.60, ,66.49,10.0,36.0,90.9,10.0,36.0,90.9,0.0
Malawi,DB2011, ,49.20, ,64.29,10.0,36.0,108.4,10.0,36.0,108.4,0.0
Malawi,DB2010, ,48.32, ,64.34,10.0,36.0,108.0,10.0,36.0,108.0,0.0
Malawi,DB2009, , , ,61.86,10.0,37.0,125.9,10.0,37.0,125.9,0.0
Malawi,DB2008, , , ,54.01,10.0,37.0,188.7,10.0,37.0,188.7,0.0
Malawi,DB2007, , , ,52.59,10.0,37.0,215.7,10.0,37.0,215.7,0.0
Malawi,DB2006, , , ,60.14,10.0,37.0,139.6,10.0,37.0,139.6,0.0
Malaysia,DB2017,23,78.11,112,83.67,8.0,18.0,6.2,9.0,19.0,6.2,0.0
Malaysia,DB2016,22,78.18,59,89.31,6.0,7.0,6.7,7.0,8.0,6.7,0.0
Malaysia,DB2015, ,78.64, ,89.25,6.0,7.0,7.2,7.0,8.0,7.2,0.0
Malaysia,DB2014, ,81.20, ,88.70,6.0,9.0,7.6,7.0,10.0,7.6,0.0
Malaysia,DB2013, ,79.44, ,87.76,6.0,9.0,15.1,7.0,10.0,15.1,0.0
Malaysia,DB2012, ,79.31, ,87.85,6.0,8.0,16.4,7.0,9.0,16.4,0.0
Malaysia,DB2011, ,76.39, ,81.05,9.0,17.0,17.5,10.0,18.0,17.5,0.0
Malaysia,DB2010, ,74.61, ,79.55,10.0,18.0,15.6,11.0,19.0,15.6,0.0
Malaysia,DB2009, , , ,78.64,10.0,20.0,18.9,11.0,21.0,18.9,0.0
Malaysia,DB2008, , , ,75.35,10.0,31.0,23.1,11.0,32.0,23.1,0.0
Malaysia,DB2007, , , ,73.60,10.0,37.0,25.1,11.0,38.0,25.1,0.0
Malaysia,DB2006, , , ,73.40,10.0,37.0,26.6,11.0,38.0,26.6,0.0
Maldives,DB2017,135,53.94,65,88.98,6.0,12.0,5.2,6.0,12.0,5.2,1.9
Maldives,DB2016,129,53.99,61,89.03,6.0,12.0,4.9,6.0,12.0,4.9,1.7
Maldives,DB2015, ,54.48, ,88.84,6.0,12.0,6.2,6.0,12.0,6.2,2.3
Maldives,DB2014, ,62.56, ,88.83,6.0,12.0,6.2,6.0,12.0,6.2,2.3
Maldives,DB2013, ,64.34, ,88.87,6.0,12.0,6.0,6.0,12.0,6.0,2.2
Maldives,DB2012, ,66.30, ,88.42,6.0,12.0,8.9,6.0,12.0,8.9,3.5
Maldives,DB2011, ,63.58, ,88.35,6.0,12.0,9.4,6.0,12.0,9.4,3.7
Maldives,DB2010, ,59.28, ,88.26,6.0,12.0,10.0,6.0,12.0,10.0,4.0
Maldives,DB2009, , , ,90.25,5.0,9.0,11.5,5.0,9.0,11.5,4.8
Maldives,DB2008, , , ,89.94,5.0,9.0,13.4,5.0,9.0,13.4,5.8
Maldives,DB2007, , , ,89.82,5.0,9.0,14.0,5.0,9.0,14.0,6.6
Maldives,DB2006, , , ,89.81,5.0,9.0,14.0,5.0,9.0,14.0,6.6
Mali,DB2017,141,52.96,108,84.12,5.0,8.5,61.0,5.0,8.5,61.0,5.9
Mali,DB2016,143,50.71,172,66.05,5.0,8.5,71.3,5.0,8.5,71.3,274.4
Mali,DB2015, ,50.27, ,62.92,5.0,11.0,78.1,5.0,11.0,78.1,300.7
Mali,DB2014, ,50.13, ,63.45,5.0,11.0,76.7,5.0,11.0,76.7,295.2
Mali,DB2013, ,49.77, ,62.18,4.0,8.0,86.2,4.0,8.0,86.2,331.9
Mali,DB2012, ,48.55, ,60.62,4.0,8.0,90.5,4.0,8.0,90.5,348.3
Mali,DB2011, ,47.08, ,61.63,6.0,8.0,79.7,6.0,8.0,79.7,306.8
Mali,DB2010, ,43.87, ,58.99,6.0,8.0,86.9,6.0,8.0,86.9,334.6
Mali,DB2009, , , ,43.31,10.0,25.0,103.2,10.0,25.0,103.2,390.4
Mali,DB2008, , , ,41.21,10.0,25.0,115.2,10.0,25.0,115.2,434.6
Mali,DB2007, , , ,23.40,12.0,42.0,201.9,12.0,42.0,201.9,519.8
Mali,DB2006, , , ,28.33,12.0,27.0,190.7,12.0,27.0,190.7,490.8
Malta,DB2017,76,65.01,132,80.21,9.0,26.0,12.3,9.0,26.0,12.3,1.3
Malta,DB2016,83,62.52,131,78.01,10.0,28.0,14.1,10.0,28.0,14.1,1.4
Malta,DB2015, ,63.84, ,76.56,10.0,33.5,14.6,10.0,33.5,14.6,1.5
Malta,DB2014, ,62.34, ,75.21,10.0,38.5,15.3,10.0,38.5,15.3,1.5
Malta,DB2013, ,62.05, ,75.67,10.0,38.5,11.6,10.0,38.5,11.6,1.5
Malta,DB2012, ,62.10, ,75.62,10.0,38.5,12.0,10.0,38.5,12.0,1.6
Marshall Islands,DB2017,143,51.92,70,88.41,5.0,17.0,12.5,5.0,17.0,12.5,0.0
Marshall Islands,DB2016,137,51.90,68,88.38,5.0,17.0,12.7,5.0,17.0,12.7,0.0
Marshall Islands,DB2015, ,51.90, ,88.37,5.0,17.0,12.8,5.0,17.0,12.8,0.0
Marshall Islands,DB2014, ,57.81, ,88.42,5.0,17.0,12.4,5.0,17.0,12.4,0.0
Marshall Islands,DB2013, ,57.60, ,88.29,5.0,17.0,13.5,5.0,17.0,13.5,0.0
Marshall Islands,DB2012, ,57.67, ,87.76,5.0,17.0,17.7,5.0,17.0,17.7,0.0
Marshall Islands,DB2011, ,57.69, ,87.77,5.0,17.0,17.6,5.0,17.0,17.6,0.0
Marshall Islands,DB2010, ,55.13, ,87.95,5.0,17.0,16.2,5.0,17.0,16.2,0.0
Marshall Islands,DB2009, , , ,87.80,5.0,17.0,17.4,5.0,17.0,17.4,0.0
Marshall Islands,DB2008, , , ,87.76,5.0,17.0,17.7,5.0,17.0,17.7,0.0
Marshall Islands,DB2007, , , ,87.65,5.0,17.0,18.6,5.0,17.0,18.6,0.0
Marshall Islands,DB2006, , , ,87.18,5.0,17.0,22.4,5.0,17.0,22.4,0.0
Mauritania,DB2017,160,47.21,80,86.87,7.0,8.0,19.4,7.0,8.0,19.4,0.0
Mauritania,DB2016,165,45.58,73,86.87,7.0,8.0,19.4,7.0,8.0,19.4,0.0
Mauritania,DB2015, ,41.72, ,65.96,7.0,8.0,20.8,7.0,8.0,20.8,331.8
Mauritania,DB2014, ,46.23, ,58.17,9.0,19.0,46.1,9.0,19.0,46.1,314.4
Mauritania,DB2013, ,45.85, ,57.14,9.0,19.0,47.6,9.0,19.0,47.6,327.9
Mauritania,DB2012, ,45.48, ,56.62,9.0,19.0,48.3,9.0,19.0,48.3,334.9
Mauritania,DB2011, ,42.78, ,51.59,9.0,19.0,56.0,9.0,19.0,56.0,412.1
Mauritania,DB2010, ,41.56, ,51.22,9.0,19.0,58.9,9.0,19.0,58.9,450.4
Mauritania,DB2009, , , ,51.54,9.0,19.0,56.4,9.0,19.0,56.4,422.6
Mauritania,DB2008, , , ,37.37,11.0,50.0,83.9,11.0,50.0,83.9,503.1
Mauritania,DB2007, , , ,24.61,11.0,82.0,121.6,11.0,82.0,121.6,632.0
Mauritania,DB2006, , , ,21.87,11.0,82.0,143.6,11.0,82.0,143.6,877.5
Mauritius,DB2017,49,72.27,48,91.65,5.0,6.0,1.8,6.0,7.0,1.8,0.0
Mauritius,DB2016,42,72.18,43,91.63,5.0,6.0,2.0,6.0,7.0,2.0,0.0
Mauritius,DB2015, ,72.41, ,91.61,5.0,6.0,2.1,6.0,7.0,2.2,0.0
Mauritius,DB2014, ,77.18, ,91.43,5.0,6.0,3.6,6.0,7.0,3.6,0.0
Mauritius,DB2013, ,76.47, ,91.46,5.0,6.0,3.3,6.0,7.0,3.3,0.0
Mauritius,DB2012, ,74.01, ,91.43,5.0,6.0,3.6,6.0,7.0,3.6,0.0
Mauritius,DB2011, ,73.91, ,91.40,5.0,6.0,3.8,6.0,7.0,3.8,0.0
Mauritius,DB2010, ,73.35, ,91.36,5.0,6.0,4.1,6.0,7.0,4.1,0.0
Mauritius,DB2009, , , ,91.25,5.0,6.0,5.0,6.0,7.0,5.0,0.0
Mauritius,DB2008, , , ,89.48,6.0,7.0,5.3,7.0,8.0,5.4,0.0
Mauritius,DB2007, , , ,79.36,6.0,46.0,8.0,7.0,47.0,8.0,0.0
Mauritius,DB2006, , , ,79.26,6.0,46.0,8.7,7.0,47.0,8.8,0.0
Mexico,DB2017,47,72.29,93,85.74,7.8,8.4,17.8,7.8,8.4,17.8,0.0
Mexico,DB2016,45,71.95,72,86.92,7.0,8.4,18.1,7.0,8.4,18.1,0.0
Mexico,DB2015, ,71.16, ,86.83,7.0,8.4,18.8,7.0,8.4,18.8,0.0
Mexico,DB2014, ,69.56, ,86.86,7.0,8.4,18.6,7.0,8.4,18.6,0.0
Mexico,DB2013, ,68.04, ,71.91,5.8,7.1,16.8,5.8,7.1,16.8,0.0
Mexico,DB2012, ,66.58, ,71.60,5.8,7.1,15.8,5.8,7.1,15.8,7.0
Mexico,DB2011, ,65.26, ,71.35,5.8,7.1,17.4,5.8,7.1,17.4,7.7
Mexico,DB2010, ,63.62, ,70.09,6.6,7.9,16.2,6.6,7.9,16.2,7.4
Mexico,DB2009, , , ,68.32,7.5,8.7,18.1,7.5,8.7,18.1,9.1
Mexico,DB2008, , , ,69.70,6.6,7.5,19.0,6.6,7.5,19.0,9.7
Mexico,DB2007, , , ,69.43,6.6,7.9,20.0,6.6,7.9,20.0,10.4
Mexico,DB2006, , , ,63.34,7.5,26.1,21.7,7.5,26.1,21.7,11.5
Mexico - Mexico City,DB2017, ,71.55,107,85.31,8.0,8.5,19.1,8.0,8.5,19.1,0.0
Mexico - Mexico City,DB2016, ,71.17, ,86.74,7.0,8.5,19.4,7.0,8.5,19.4,0.0
Mexico - Mexico City,DB2015, ,70.34, ,86.64,7.0,8.5,20.2,7.0,8.5,20.2,0.0
Mexico - Mexico City,DB2014, ,69.22, ,86.68,7.0,8.5,19.9,7.0,8.5,19.9,0.0
Mexico - Mexico City,DB2013, ,69.46, ,86.64,7.0,8.5,20.2,7.0,8.5,20.2,0.0
Mexico - Mexico City,DB2012, ,67.69, ,86.26,7.0,8.5,19.1,7.0,8.5,19.1,8.4
Mexico - Mexico City,DB2011, ,66.08, ,85.96,7.0,8.5,21.0,7.0,8.5,21.0,9.2
Mexico - Mexico City,DB2010, ,64.71, ,84.45,8.0,9.5,19.5,8.0,9.5,19.5,8.9
Mexico - Mexico City,DB2009, , , ,82.31,9.0,10.5,21.8,9.0,10.5,21.8,11.0
Mexico - Mexico City,DB2008, , , ,83.98,8.0,9.0,22.9,8.0,9.0,22.9,11.6
Mexico - Mexico City,DB2007, , , ,83.65,8.0,9.5,24.1,8.0,9.5,24.1,12.5
Mexico - Mexico City,DB2006, , , ,76.31,9.0,31.5,26.2,9.0,31.5,26.2,13.9
Mexico - Monterrey,DB2017, ,75.93,77,87.86,7.0,8.0,11.5,7.0,8.0,11.5,0.0
Mexico - Monterrey,DB2016, ,75.73, ,87.81,7.0,8.0,11.8,7.0,8.0,11.8,0.0
Mexico - Monterrey,DB2015, ,75.20, ,87.78,7.0,8.0,12.1,7.0,8.0,12.1,0.0
Mexico - Monterrey,DB2014, ,71.24, ,87.77,7.0,8.0,12.1,7.0,8.0,12.1,0.0
"Micronesia, Fed Sts",DB2017,151,49.48,167,69.73,7.0,16.0,140.4,7.0,16.0,140.4,0.0
"Micronesia, Fed Sts",DB2016,148,49.48,161,69.64,7.0,16.0,141.1,7.0,16.0,141.1,0.0
"Micronesia, Fed Sts",DB2015, ,49.49, ,69.63,7.0,16.0,141.2,7.0,16.0,141.2,0.0
"Micronesia, Fed Sts",DB2014, ,48.19, ,69.66,7.0,16.0,141.0,7.0,16.0,141.0,0.0
"Micronesia, Fed Sts",DB2013, ,50.22, ,69.81,7.0,16.0,139.8,7.0,16.0,139.8,0.0
"Micronesia, Fed Sts",DB2012, ,50.22, ,69.91,7.0,16.0,139.0,7.0,16.0,139.0,0.0
"Micronesia, Fed Sts",DB2011, ,50.16, ,70.05,7.0,16.0,137.8,7.0,16.0,137.8,0.0
"Micronesia, Fed Sts",DB2010, ,50.16, ,70.33,7.0,16.0,135.7,7.0,16.0,135.7,0.0
"Micronesia, Fed Sts",DB2009, , , ,70.10,7.0,16.0,137.5,7.0,16.0,137.5,0.0
"Micronesia, Fed Sts",DB2008, , , ,70.16,7.0,16.0,137.0,7.0,16.0,137.0,0.0
"Micronesia, Fed Sts",DB2007, , , ,70.29,7.0,16.0,135.9,7.0,16.0,135.9,0.0
"Micronesia, Fed Sts",DB2006, , , ,68.19,7.0,16.0,127.6,7.0,16.0,127.6,50.3
Moldova,DB2017,44,72.75,44,91.96,5.0,6.0,6.2,5.0,6.0,6.2,0.0
Moldova,DB2016,47,71.64,38,92.19,5.0,6.0,4.3,5.0,6.0,4.3,0.0
Moldova,DB2015, ,71.08, ,90.44,6.0,7.0,4.6,6.0,7.0,4.6,0.0
Moldova,DB2014, ,62.26, ,88.37,7.0,7.0,5.4,7.0,7.0,5.4,8.1
Moldova,DB2013, ,61.16, ,86.31,8.0,9.0,5.7,8.0,9.0,5.7,8.7
Moldova,DB2012, ,60.22, ,86.14,8.0,9.0,6.5,8.0,9.0,6.5,9.9
Moldova,DB2011, ,59.21, ,84.12,9.0,10.0,7.9,9.0,10.0,7.9,11.9
Moldova,DB2010, ,58.59, ,84.27,9.0,10.0,7.0,9.0,10.0,7.0,11.4
Moldova,DB2009, , , ,80.92,10.0,16.0,8.9,10.0,16.0,8.9,13.4
Moldova,DB2008, , , ,78.77,10.0,23.0,11.5,10.0,23.0,11.5,14.6
Moldova,DB2007, , , ,74.79,11.0,31.0,13.3,11.0,31.0,13.3,18.8
Moldova,DB2006, , , ,74.69,11.0,30.0,14.6,11.0,30.0,14.6,22.0
Mongolia,DB2017,64,68.15,36,92.55,5.0,6.0,1.5,5.0,6.0,1.5,0.0
Mongolia,DB2016,62,67.31,32,92.55,5.0,6.0,1.5,5.0,6.0,1.5,0.0
Mongolia,DB2015, ,66.56, ,91.33,5.0,11.0,1.2,5.0,11.0,1.2,0.0
Mongolia,DB2014, ,63.19, ,91.29,5.0,11.0,1.5,5.0,11.0,1.5,0.0
Mongolia,DB2013, ,61.83, ,87.99,7.0,12.0,2.4,7.0,12.0,2.4,0.0
Mongolia,DB2012, ,60.03, ,85.42,7.0,13.0,2.9,7.0,13.0,2.9,36.0
Mongolia,DB2011, ,58.81, ,84.71,7.0,13.0,3.2,7.0,13.0,3.2,46.8
Mongolia,DB2010, ,58.73, ,84.91,7.0,13.0,3.0,7.0,13.0,3.0,44.0
Mongolia,DB2009, , , ,83.88,7.0,13.0,4.0,7.0,13.0,4.0,58.5
Mongolia,DB2008, , , ,81.19,7.0,13.0,6.6,7.0,13.0,6.6,96.3
Mongolia,DB2007, , , ,79.84,7.0,13.0,7.9,7.0,13.0,7.9,115.3
Mongolia,DB2006, , , ,78.08,7.0,13.0,9.6,7.0,13.0,9.6,140.2
Montenegro,DB2017,51,72.08,58,90.07,6.0,10.0,1.5,6.0,10.0,1.5,0.0
Montenegro,DB2016,48,71.47,53,90.06,6.0,10.0,1.6,6.0,10.0,1.6,0.0
Montenegro,DB2015, ,70.33, ,90.03,6.0,10.0,1.8,6.0,10.0,1.8,0.0
Montenegro,DB2014, ,66.24, ,90.04,6.0,10.0,1.7,6.0,10.0,1.7,0.0
Montenegro,DB2013, ,64.82, ,90.04,6.0,10.0,1.7,6.0,10.0,1.7,0.0
Montenegro,DB2012, ,63.14, ,90.01,6.0,10.0,2.0,6.0,10.0,2.0,0.0
Montenegro,DB2011, ,61.65, ,88.52,7.0,10.0,2.1,7.0,10.0,2.1,0.0
Montenegro,DB2010, ,60.68, ,82.06,11.0,12.0,2.8,11.0,12.0,2.8,0.0
Montenegro,DB2009, , , ,76.63,13.0,21.0,4.6,13.0,21.0,4.6,0.0
Montenegro,DB2008, , , ,75.63,13.0,24.0,6.5,13.0,24.0,6.5,0.0
Montenegro,DB2007, , , ,75.56,13.0,24.0,7.1,13.0,24.0,7.1,0.0
Morocco,DB2017,68,67.50,40,92.34,4.0,9.5,7.9,4.0,9.5,7.9,0.0
Morocco,DB2016,68,65.82,40,92.06,4.0,10.0,9.1,4.0,10.0,9.1,0.0
Morocco,DB2015, ,64.21, ,90.33,5.0,11.0,9.2,5.0,11.0,9.2,0.0
Morocco,DB2014, ,64.38, ,90.29,5.0,11.0,9.5,5.0,11.0,9.5,0.0
Morocco,DB2013, ,62.82, ,88.55,6.0,12.0,9.6,6.0,12.0,9.6,0.0
Morocco,DB2012, ,63.37, ,87.84,6.0,12.0,10.0,6.0,12.0,10.0,10.7
Morocco,DB2011, ,60.04, ,87.77,6.0,12.0,10.3,6.0,12.0,10.3,11.2
Morocco,DB2010, ,60.62, ,87.67,6.0,12.0,10.8,6.0,12.0,10.8,11.8
Morocco,DB2009, , , ,87.44,6.0,12.0,12.0,6.0,12.0,12.0,13.1
Morocco,DB2008, , , ,87.12,6.0,12.0,13.6,6.0,12.0,13.6,15.0
Morocco,DB2007, , , ,83.99,6.0,12.0,12.7,6.0,12.0,12.7,66.7
Morocco,DB2006, , , ,83.71,6.0,12.0,13.4,6.0,12.0,13.4,70.0
Mozambique,DB2017,137,53.78,134,79.86,10.0,19.0,18.0,10.0,19.0,18.0,0.0
Mozambique,DB2016,134,53.82,121,80.23,10.0,19.0,15.1,10.0,19.0,15.1,0.0
Mozambique,DB2015, ,53.64, ,80.43,10.0,19.0,13.5,10.0,19.0,13.5,0.0
Mozambique,DB2014, ,54.77, ,80.30,10.0,19.0,14.6,10.0,19.0,14.6,0.0
Mozambique,DB2013, ,53.03, ,80.21,10.0,19.0,15.3,10.0,19.0,15.3,0.0
Mozambique,DB2012, ,52.73, ,80.13,10.0,19.0,15.9,10.0,19.0,15.9,0.0
Mozambique,DB2011, ,53.83, ,79.80,10.0,19.0,18.5,10.0,19.0,18.5,0.0
Mozambique,DB2010, ,52.73, ,75.76,11.0,33.0,11.0,11.0,33.0,11.0,0.0
Mozambique,DB2009, , , ,74.78,11.0,33.0,12.6,11.0,33.0,12.6,12.2
Mozambique,DB2008, , , ,75.64,11.0,31.0,10.1,11.0,31.0,10.1,11.6
Mozambique,DB2007, , , ,44.52,14.0,116.0,85.7,14.0,116.0,85.7,10.4
Mozambique,DB2006, , , ,41.78,15.0,174.0,95.0,15.0,174.0,95.0,12.0
Myanmar,DB2017,170,44.56,146,77.10,11.0,13.0,40.4,11.0,13.0,40.4,0.0
Myanmar,DB2016,171,44.01,170,66.57,13.0,15.0,97.1,13.0,15.0,97.1,0.0
Myanmar,DB2015, ,39.42, ,20.52,14.0,76.0,131.1,14.0,76.0,131.1,6190.1
Myanmar,DB2014, ,43.14, ,18.34,14.0,76.0,148.6,14.0,76.0,148.6,7016.0
Myanmar,DB2013, ,42.28, ,17.20,14.0,76.0,157.7,14.0,76.0,157.7,7445.4
Namibia,DB2017,108,58.82,170,68.87,10.0,66.0,11.5,10.0,66.0,11.5,0.0
Namibia,DB2016,104,58.86,163,68.92,10.0,66.0,11.1,10.0,66.0,11.1,0.0
Namibia,DB2015, ,58.28, ,68.67,10.0,66.0,13.1,10.0,66.0,13.1,0.0
Namibia,DB2014, ,63.62, ,68.46,10.0,66.0,14.7,10.0,66.0,14.7,0.0
Namibia,DB2013, ,63.78, ,67.99,10.0,66.0,18.5,10.0,66.0,18.5,0.0
Namibia,DB2012, ,63.34, ,68.16,10.0,66.0,17.2,10.0,66.0,17.2,0.0
Namibia,DB2011, ,63.22, ,68.00,10.0,66.0,18.5,10.0,66.0,18.5,0.0
Namibia,DB2010, ,63.19, ,67.76,10.0,66.0,20.4,10.0,66.0,20.4,0.0
Namibia,DB2009, , , ,67.54,10.0,66.0,22.1,10.0,66.0,22.1,0.0
Namibia,DB2008, , , ,59.23,10.0,99.0,22.3,10.0,99.0,22.3,0.0
Namibia,DB2007, , , ,60.77,10.0,95.0,18.0,10.0,95.0,18.0,0.0
Namibia,DB2006, , , ,60.68,10.0,95.0,18.8,10.0,95.0,18.8,0.0
Nepal,DB2017,107,58.88,109,83.77,7.0,17.0,26.1,7.0,17.0,26.1,0.0
Nepal,DB2016,100,59.36,105,83.48,7.0,17.0,28.4,7.0,17.0,28.4,0.0
Nepal,DB2015, ,60.07, ,83.01,7.0,17.0,32.2,7.0,17.0,32.2,0.0
Nepal,DB2014, ,60.89, ,82.71,7.0,17.0,34.6,7.0,17.0,34.6,0.0
Nepal,DB2013, ,60.10, ,79.89,7.0,29.0,33.0,7.0,29.0,33.0,0.0
Nepal,DB2012, ,59.56, ,79.34,7.0,29.0,37.4,7.0,29.0,37.4,0.0
Nepal,DB2011, ,58.13, ,77.69,7.0,31.0,46.6,7.0,31.0,46.6,0.0
Nepal,DB2010, ,60.43, ,76.81,7.0,31.0,53.6,7.0,31.0,53.6,0.0
Nepal,DB2009, , , ,75.99,7.0,31.0,60.2,7.0,31.0,60.2,0.0
Nepal,DB2008, , , ,74.28,7.0,31.0,73.9,7.0,31.0,73.9,0.0
Nepal,DB2007, , , ,73.69,7.0,31.0,78.5,7.0,31.0,78.5,0.0
Nepal,DB2006, , , ,74.78,7.0,31.0,69.9,7.0,31.0,69.9,0.0
Netherlands,DB2017,28,76.38,22,94.15,4.0,4.0,4.5,4.0,4.0,4.5,0.0
Netherlands,DB2016,27,76.33,21,94.14,4.0,4.0,4.6,4.0,4.0,4.6,0.0
Netherlands,DB2015, ,76.03, ,94.08,4.0,4.0,5.0,4.0,4.0,5.0,0.0
Netherlands,DB2014, ,77.10, ,94.06,4.0,4.0,5.2,4.0,4.0,5.2,0.0
Netherlands,DB2013, ,77.14, ,89.26,5.0,5.0,5.1,5.0,5.0,5.1,49.4
Netherlands,DB2012, ,75.88, ,86.92,6.0,8.0,5.5,6.0,8.0,5.5,50.4
Netherlands,DB2011, ,75.21, ,86.77,6.0,8.0,5.7,6.0,8.0,5.7,52.4
Netherlands,DB2010, ,75.20, ,86.97,6.0,8.0,5.6,6.0,8.0,5.6,49.4
Netherlands,DB2009, , , ,86.80,6.0,8.0,5.9,6.0,8.0,5.9,51.7
Netherlands,DB2008, , , ,86.70,6.0,8.0,6.0,6.0,8.0,6.0,52.9
Netherlands,DB2007, , , ,85.97,6.0,8.0,7.2,6.0,8.0,7.2,62.3
Netherlands,DB2006, , , ,83.38,7.0,9.0,13.0,7.0,9.0,13.0,64.6
New Zealand,DB2017,1,87.01,1,99.96,1.0,0.5,0.3,1.0,0.5,0.3,0.0
New Zealand,DB2016,1,86.96,1,99.96,1.0,0.5,0.3,1.0,0.5,0.3,0.0
New Zealand,DB2015, ,86.70, ,99.96,1.0,0.5,0.3,1.0,0.5,0.3,0.0
New Zealand,DB2014, ,89.32, ,99.96,1.0,0.5,0.3,1.0,0.5,0.3,0.0
New Zealand,DB2013, ,89.45, ,99.96,1.0,0.5,0.4,1.0,0.5,0.4,0.0
New Zealand,DB2012, ,89.09, ,99.95,1.0,0.5,0.4,1.0,0.5,0.4,0.0
New Zealand,DB2011, ,89.08, ,99.95,1.0,0.5,0.4,1.0,0.5,0.4,0.0
New Zealand,DB2010, ,88.84, ,99.95,1.0,0.5,0.4,1.0,0.5,0.4,0.0
New Zealand,DB2009, , , ,99.95,1.0,0.5,0.4,1.0,0.5,0.4,0.0
New Zealand,DB2008, , , ,95.62,2.0,12.0,0.1,2.0,12.0,0.1,0.0
New Zealand,DB2007, , , ,95.62,2.0,12.0,0.2,2.0,12.0,0.2,0.0
New Zealand,DB2006, , , ,95.62,2.0,12.0,0.2,2.0,12.0,0.2,0.0
Nicaragua,DB2017,127,55.75,128,81.00,6.0,13.0,68.0,6.0,13.0,68.0,0.0
Nicaragua,DB2016,124,55.65,120,80.49,6.0,13.0,72.2,6.0,13.0,72.2,0.0
Nicaragua,DB2015, ,56.57, ,80.27,6.0,13.0,73.9,6.0,13.0,73.9,0.0
Nicaragua,DB2014, ,58.88, ,72.63,7.0,36.0,77.0,7.0,36.0,77.0,0.0
Nicaragua,DB2013, ,58.09, ,67.45,8.0,39.0,100.6,8.0,39.0,100.6,0.0
Nicaragua,DB2012, ,57.39, ,66.54,8.0,39.0,107.9,8.0,39.0,107.9,0.0
Nicaragua,DB2011, ,54.23, ,66.04,8.0,39.0,111.9,8.0,39.0,111.9,0.0
Nicaragua,DB2010, ,54.13, ,66.78,8.0,39.0,106.1,8.0,39.0,106.1,0.0
Nicaragua,DB2009, , , ,65.63,8.0,39.0,115.2,8.0,39.0,115.2,0.0
Nicaragua,DB2008, , , ,65.82,8.0,39.0,113.7,8.0,39.0,113.7,0.0
Nicaragua,DB2007, , , ,64.33,8.0,40.0,123.6,8.0,40.0,123.6,0.0
Nicaragua,DB2006, , , ,62.32,8.0,40.0,139.7,8.0,40.0,139.7,0.0
Niger,DB2017,150,49.57,88,86.16,4.0,10.0,32.4,4.0,10.0,32.4,48.0
